processor,meanpower,benchmark,frequency,cpuid
p1,5.391826,cpuload_all_100_4096,1733000,0
p1,4.633451,cpuload_all_100_4096,1199000,0
p1,4.663223,cpuload_all_100_4096,1199000,0
p1,4.621678,cpuload_all_100_4096,1199000,0
p1,7.121588,cpuload_all_100_4096,2533000,1
p1,7.032857,cpuload_all_100_4096,2533000,1
p1,7.034951,cpuload_all_100_4096,2533000,1
p1,6.160787,cpuload_all_100_4096,2133000,1
p1,6.262832,cpuload_all_100_4096,2133000,1
p1,6.253293,cpuload_all_100_4096,2133000,1
p1,5.561621,cpuload_all_100_4096,1733000,1
p1,5.561839,cpuload_all_100_4096,1733000,1
p1,5.563556,cpuload_all_100_4096,1733000,1
p1,4.658068,cpuload_all_100_4096,1199000,1
p1,4.658975,cpuload_all_100_4096,1199000,1
p1,4.704594,cpuload_all_100_4096,1199000,1
p1,8.148946,gamess,2533000,0
p1,8.166530,gamess,2533000,0
p1,8.145177,gamess,2533000,0
p1,6.668508,gamess,2133000,0
p1,6.672105,gamess,2133000,0
p1,6.693568,gamess,2133000,0
p1,5.640383,gamess,1733000,0
p1,5.643450,gamess,1733000,0
p1,5.638352,gamess,1733000,0
p1,4.688382,gamess,1199000,0
p1,4.695710,gamess,1199000,0
p1,4.699827,gamess,1199000,0
p1,8.094477,gamess,2533000,1
p1,8.124675,gamess,2533000,1
p1,8.109363,gamess,2533000,1
p1,6.659885,gamess,2133000,1
p1,6.647197,gamess,2133000,1
p1,6.633672,gamess,2133000,1
p1,5.752773,gamess,1733000,1
p1,5.730814,gamess,1733000,1
p1,5.747230,gamess,1733000,1
p1,4.797575,gamess,1199000,1
p1,4.795382,gamess,1199000,1
p1,4.798396,gamess,1199000,1
p1,7.366995,gcc,2533000,0
p1,7.378631,gcc,2533000,0
p1,7.394518,gcc,2533000,0
p1,6.426191,gcc,2133000,0
p1,6.427294,gcc,2133000,0
p1,6.434152,gcc,2133000,0
p1,5.578017,gcc,1733000,0
p1,5.558869,gcc,1733000,0
p1,5.566383,gcc,1733000,0
p1,4.685562,gcc,1199000,0
p1,4.685852,gcc,1199000,0
p1,4.683214,gcc,1199000,0
p1,7.384182,gcc,2533000,1
p1,7.409104,gcc,2533000,1
p1,7.392710,gcc,2533000,1
p1,6.452483,gcc,2133000,1
p1,6.452659,gcc,2133000,1
p1,6.448642,gcc,2133000,1
p1,5.594788,gcc,1733000,1
p1,5.593298,gcc,1733000,1
p1,5.586595,gcc,1733000,1
p1,4.704142,gcc,1199000,1
p1,4.720805,gcc,1199000,1
p1,4.719145,gcc,1199000,1
p1,7.603615,gobmk,2533000,0
p1,7.596027,gobmk,2533000,0
p1,7.601794,gobmk,2533000,0
p1,6.463998,gobmk,2133000,0
p1,6.488585,gobmk,2133000,0
p1,6.484007,gobmk,2133000,0
p1,5.604395,gobmk,1733000,0
p1,5.570196,gobmk,1733000,0
p1,5.591909,gobmk,1733000,0
p1,4.677071,gobmk,1199000,0
p1,4.679954,gobmk,1199000,0
p1,4.676626,gobmk,1199000,0
p1,7.568667,gobmk,2533000,1
p1,7.572087,gobmk,2533000,1
p1,7.528643,gobmk,2533000,1
p1,6.467030,gobmk,2133000,1
p1,6.456815,gobmk,2133000,1
p1,6.475086,gobmk,2133000,1
p1,5.584552,gobmk,1733000,1
p1,5.548446,gobmk,1733000,1
p1,5.573418,gobmk,1733000,1
p1,4.691090,gobmk,1199000,1
p1,4.697476,gobmk,1199000,1
p1,4.706128,gobmk,1199000,1
p1,7.391396,gromacs,2533000,0
p1,7.418544,gromacs,2533000,0
p1,7.375790,gromacs,2533000,0
p1,6.423225,gromacs,2133000,0
p1,6.409316,gromacs,2133000,0
p1,6.423112,gromacs,2133000,0
p1,5.560565,gromacs,1733000,0
p1,5.557887,gromacs,1733000,0
p1,5.571445,gromacs,1733000,0
p1,4.682662,gromacs,1199000,0
p1,4.678742,gromacs,1199000,0
p1,4.683346,gromacs,1199000,0
p1,7.354137,gromacs,2533000,1
p1,7.396065,gromacs,2533000,1
p1,7.400445,gromacs,2533000,1
p1,6.417854,gromacs,2133000,1
p1,6.426512,gromacs,2133000,1
p1,6.438677,gromacs,2133000,1
p1,5.562886,gromacs,1733000,1
p1,5.565701,gromacs,1733000,1
p1,5.564174,gromacs,1733000,1
p1,4.705260,gromacs,1199000,1
p1,4.694617,gromacs,1199000,1
p1,4.709358,gromacs,1199000,1
p1,7.739203,h264ref,2533000,0
p1,7.718419,h264ref,2533000,0
p1,7.712873,h264ref,2533000,0
p1,6.497298,h264ref,2133000,0
p1,6.478925,h264ref,2133000,0
p1,6.465847,h264ref,2133000,0
p1,5.588307,h264ref,1733000,0
p1,5.596121,h264ref,1733000,0
p1,5.616192,h264ref,1733000,0
p1,4.708790,h264ref,1199000,0
p1,4.695429,h264ref,1199000,0
p1,4.702169,h264ref,1199000,0
p1,7.701139,h264ref,2533000,1
p1,7.728831,h264ref,2533000,1
p1,7.677269,h264ref,2533000,1
p1,6.484470,h264ref,2133000,1
p1,6.524625,h264ref,2133000,1
p1,6.503812,h264ref,2133000,1
p1,5.584017,h264ref,1733000,1
p1,5.611938,h264ref,1733000,1
p1,5.605989,h264ref,1733000,1
p1,4.686813,h264ref,1199000,1
p1,4.707678,h264ref,1199000,1
p1,4.698541,h264ref,1199000,1
p1,8.116175,hmmer,2533000,0
p1,8.155873,hmmer,2533000,0
p1,8.013372,hmmer,2533000,0
p1,6.694338,hmmer,2133000,0
p1,6.656989,hmmer,2133000,0
p1,6.610664,hmmer,2133000,0
p1,5.607349,hmmer,1733000,0
p1,5.611320,hmmer,1733000,0
p1,5.608788,hmmer,1733000,0
p1,4.702430,hmmer,1199000,0
p1,4.689236,hmmer,1199000,0
p1,4.703234,hmmer,1199000,0
p1,8.080863,hmmer,2533000,1
p1,8.151544,hmmer,2533000,1
p1,8.024466,hmmer,2533000,1
p1,6.575250,hmmer,2133000,1
p1,6.645224,hmmer,2133000,1
p1,6.623643,hmmer,2133000,1
p1,5.584055,hmmer,1733000,1
p1,5.633041,hmmer,1733000,1
p1,5.624776,hmmer,1733000,1
p1,4.694803,hmmer,1199000,1
p1,4.719914,hmmer,1199000,1
p1,4.670912,hmmer,1199000,1
p1,7.217848,lbm,2533000,0
p1,7.247591,lbm,2533000,0
p1,7.246704,lbm,2533000,0
p1,6.406575,lbm,2133000,0
p1,6.287281,lbm,2133000,0
p1,6.301191,lbm,2133000,0
p1,5.530591,lbm,1733000,0
p1,5.533608,lbm,1733000,0
p1,5.509535,lbm,1733000,0
p1,4.683519,lbm,1199000,0
p1,4.701019,lbm,1199000,0
p1,4.639820,lbm,1199000,0
p1,7.226338,lbm,2533000,1
p1,7.245781,lbm,2533000,1
p1,7.249513,lbm,2533000,1
p1,6.379260,lbm,2133000,1
p1,6.396951,lbm,2133000,1
p1,6.392963,lbm,2133000,1
p1,5.543382,lbm,1733000,1
p1,5.511237,lbm,1733000,1
p1,5.500721,lbm,1733000,1
p1,4.652038,lbm,1199000,1
p1,4.685589,lbm,1199000,1
p1,4.658347,lbm,1199000,1
p1,7.369486,leslie3d,2533000,0
p1,7.398890,leslie3d,2533000,0
p1,7.398263,leslie3d,2533000,0
p1,6.421084,leslie3d,2133000,0
p1,6.453619,leslie3d,2133000,0
p1,6.440868,leslie3d,2133000,0
p1,5.586310,leslie3d,1733000,0
p1,5.562647,leslie3d,1733000,0
p1,5.580875,leslie3d,1733000,0
p1,4.713201,leslie3d,1199000,0
p1,4.686164,leslie3d,1199000,0
p1,4.703138,leslie3d,1199000,0
p1,7.419931,leslie3d,2533000,1
p1,7.417680,leslie3d,2533000,1
p1,7.365033,leslie3d,2533000,1
p1,6.449278,leslie3d,2133000,1
p1,6.449052,leslie3d,2133000,1
p1,6.448905,leslie3d,2133000,1
p1,5.562482,leslie3d,1733000,1
p1,5.558606,leslie3d,1733000,1
p1,5.560080,leslie3d,1733000,1
p1,4.690396,leslie3d,1199000,1
p1,4.690648,leslie3d,1199000,1
p1,4.699369,leslie3d,1199000,1
p1,7.063081,mcf,2533000,0
p1,6.954591,mcf,2533000,0
p1,6.991925,mcf,2533000,0
p1,6.254507,mcf,2133000,0
p1,6.131408,mcf,2133000,0
p1,6.241142,mcf,2133000,0
p1,5.390356,mcf,1733000,0
p1,5.367105,mcf,1733000,0
p1,5.397563,mcf,1733000,0
p1,4.670628,mcf,1199000,0
p1,4.588855,mcf,1199000,0
p1,4.670246,mcf,1199000,0
p1,6.922196,mcf,2533000,1
p1,6.911187,mcf,2533000,1
p1,6.930377,mcf,2533000,1
p1,6.234998,mcf,2133000,1
p1,6.262464,mcf,2133000,1
p1,6.159353,mcf,2133000,1
p1,5.404492,mcf,1733000,1
p1,5.463422,mcf,1733000,1
p1,5.351947,mcf,1733000,1
p1,4.563027,mcf,1199000,1
p1,4.624799,mcf,1199000,1
p1,4.609264,mcf,1199000,1
p1,7.006116,milc,2533000,0
p1,7.023613,milc,2533000,0
p1,6.931222,milc,2533000,0
p1,6.111024,milc,2133000,0
p1,6.101160,milc,2133000,0
p1,6.171903,milc,2133000,0
p1,5.434469,milc,1733000,0
p1,5.330086,milc,1733000,0
p1,5.369091,milc,1733000,0
p1,4.576817,milc,1199000,0
p1,4.622077,milc,1199000,0
p1,4.482868,milc,1199000,0
p1,6.995388,milc,2533000,1
p1,6.942388,milc,2533000,1
p1,6.923033,milc,2533000,1
p1,6.145250,milc,2133000,1
p1,6.080615,milc,2133000,1
p1,5.970840,milc,2133000,1
p1,5.393360,milc,1733000,1
p1,5.317966,milc,1733000,1
p1,5.346608,milc,1733000,1
p1,4.581216,milc,1199000,1
p1,4.630230,milc,1199000,1
p1,4.489931,milc,1199000,1
p1,6.984109,namd,2533000,0
p1,7.063134,namd,2533000,0
p1,6.799202,namd,2533000,0
p1,6.027720,namd,2133000,0
p1,6.170297,namd,2133000,0
p1,6.264214,namd,2133000,0
p1,5.369453,namd,1733000,0
p1,5.301913,namd,1733000,0
p1,5.333949,namd,1733000,0
p1,4.586759,namd,1199000,0
p1,4.676396,namd,1199000,0
p1,4.533802,namd,1199000,0
p1,6.969198,namd,2533000,1
p1,7.137450,namd,2533000,1
p1,6.818571,namd,2533000,1
p2,8.668336,bzip2,2533000,0
p2,7.822247,bzip2,2533000,0
p2,7.620651,bzip2,2533000,0
p2,6.595420,bzip2,2133000,0
p2,6.602111,bzip2,2133000,0
p2,6.650013,bzip2,2133000,0
p2,5.621009,bzip2,1733000,0
p2,5.631541,bzip2,1733000,0
p2,5.607610,bzip2,1733000,0
p2,4.531557,bzip2,1199000,0
p2,4.487720,bzip2,1199000,0
p2,4.511777,bzip2,1199000,0
p2,7.742300,bzip2,2533000,1
p2,7.735869,bzip2,2533000,1
p2,7.634333,bzip2,2533000,1
p2,6.641555,bzip2,2133000,1
p2,6.668252,bzip2,2133000,1
p2,6.666500,bzip2,2133000,1
p2,5.645764,bzip2,1733000,1
p2,5.593371,bzip2,1733000,1
p2,5.597726,bzip2,1733000,1
p2,4.499786,bzip2,1199000,1
p2,4.523102,bzip2,1199000,1
p2,4.485200,bzip2,1199000,1
p2,7.362883,cactusADM,2533000,0
p2,7.417263,cactusADM,2533000,0
p2,7.299547,cactusADM,2533000,0
p2,6.525772,cactusADM,2133000,0
p2,6.440715,cactusADM,2133000,0
p2,6.560376,cactusADM,2133000,0
p2,5.508711,cactusADM,1733000,0
p2,5.545656,cactusADM,1733000,0
p2,5.525858,cactusADM,1733000,0
p2,4.464020,cactusADM,1199000,0
p2,4.468087,cactusADM,1199000,0
p2,4.440122,cactusADM,1199000,0
p2,7.336975,cactusADM,2533000,1
p2,7.235442,cactusADM,2533000,1
p2,7.386975,cactusADM,2533000,1
p2,6.438700,cactusADM,2133000,1
p2,6.525239,cactusADM,2133000,1
p2,6.491036,cactusADM,2133000,1
p2,5.533409,cactusADM,1733000,1
p2,5.513144,cactusADM,1733000,1
p2,5.506039,cactusADM,1733000,1
p2,4.408835,cactusADM,1199000,1
p2,4.451556,cactusADM,1199000,1
p2,4.517723,cactusADM,1199000,1
p2,0.922956,cpuload_all_0_4096,2533000,0
p2,1.312327,cpuload_all_0_4096,2533000,0
p2,1.099245,cpuload_all_0_4096,2533000,0
p2,0.872172,cpuload_all_0_4096,2133000,0
p2,0.767544,cpuload_all_0_4096,2133000,0
p2,0.747110,cpuload_all_0_4096,2133000,0
p2,0.728387,cpuload_all_0_4096,1733000,0
p2,0.966984,cpuload_all_0_4096,1733000,0
p2,0.975208,cpuload_all_0_4096,1733000,0
p2,0.699431,cpuload_all_0_4096,1199000,0
p2,0.831029,cpuload_all_0_4096,1199000,0
p2,0.790871,cpuload_all_0_4096,1199000,0
p2,0.696309,cpuload_all_0_4096,2533000,1
p2,0.717631,cpuload_all_0_4096,2533000,1
p2,0.785079,cpuload_all_0_4096,2533000,1
p2,0.704711,cpuload_all_0_4096,2133000,1
p2,0.649384,cpuload_all_0_4096,2133000,1
p2,0.656851,cpuload_all_0_4096,2133000,1
p2,0.683720,cpuload_all_0_4096,1733000,1
p2,0.714953,cpuload_all_0_4096,1733000,1
p2,0.630716,cpuload_all_0_4096,1733000,1
p2,0.704738,cpuload_all_0_4096,1199000,1
p2,0.644382,cpuload_all_0_4096,1199000,1
p2,0.599703,cpuload_all_0_4096,1199000,1
p2,2.610696,cpuload_all_25_4096,2533000,0
p2,2.667956,cpuload_all_25_4096,2533000,0
p2,2.626943,cpuload_all_25_4096,2533000,0
p2,2.416280,cpuload_all_25_4096,2133000,0
p2,2.355120,cpuload_all_25_4096,2133000,0
p2,2.372612,cpuload_all_25_4096,2133000,0
p2,2.040426,cpuload_all_25_4096,1733000,0
p2,2.102230,cpuload_all_25_4096,1733000,0
p2,2.106361,cpuload_all_25_4096,1733000,0
p2,1.894291,cpuload_all_25_4096,1199000,0
p2,1.864648,cpuload_all_25_4096,1199000,0
p2,1.862761,cpuload_all_25_4096,1199000,0
p2,2.630830,cpuload_all_25_4096,2533000,1
p2,2.615028,cpuload_all_25_4096,2533000,1
p2,2.643852,cpuload_all_25_4096,2533000,1
p2,2.379534,cpuload_all_25_4096,2133000,1
p2,2.368282,cpuload_all_25_4096,2133000,1
p2,2.377004,cpuload_all_25_4096,2133000,1
p2,2.140709,cpuload_all_25_4096,1733000,1
p2,2.029251,cpuload_all_25_4096,1733000,1
p2,2.060044,cpuload_all_25_4096,1733000,1
p2,1.888552,cpuload_all_25_4096,1199000,1
p2,1.881832,cpuload_all_25_4096,1199000,1
p2,1.883586,cpuload_all_25_4096,1199000,1
p2,7.344304,cpuload_all_50_4096,2533000,0
p2,7.474934,cpuload_all_50_4096,2533000,0
p2,7.386247,cpuload_all_50_4096,2533000,0
p2,6.473187,cpuload_all_50_4096,2133000,0
p2,6.394754,namd,2133000,1
p2,6.461742,namd,2133000,1
p2,6.195897,namd,2133000,1
p2,5.444340,namd,1733000,1
p2,5.518177,namd,1733000,1
p2,5.333762,namd,1733000,1
p2,4.359040,namd,1199000,1
p2,4.499080,namd,1199000,1
p2,4.317818,namd,1199000,1
p2,8.099535,omnetpp,2533000,0
p2,5.724378,cpuload_all_50_4096,2133000,0
p2,8.071319,omnetpp,2533000,0
p2,8.183534,omnetpp,2533000,0
p2,6.698313,omnetpp,2133000,0
p2,6.651318,omnetpp,2133000,0
p2,6.646020,omnetpp,2133000,0
p2,5.671519,omnetpp,1733000,0
p2,5.694801,omnetpp,1733000,0
p2,5.653245,omnetpp,1733000,0
p2,4.524776,omnetpp,1199000,0
p2,4.547090,omnetpp,1199000,0
p2,6.460612,cpuload_all_50_4096,2133000,0
p2,4.517351,omnetpp,1199000,0
p2,8.161324,omnetpp,2533000,1
p2,8.075237,omnetpp,2533000,1
p2,8.094529,omnetpp,2533000,1
p2,6.827988,omnetpp,2133000,1
p2,6.819753,omnetpp,2133000,1
p2,6.792450,omnetpp,2133000,1
p2,5.701032,omnetpp,1733000,1
p2,5.700414,omnetpp,1733000,1
p2,5.691484,omnetpp,1733000,1
p2,5.505477,cpuload_all_50_4096,1733000,0
p2,4.530818,omnetpp,1199000,1
p2,4.505056,omnetpp,1199000,1
p2,4.535174,omnetpp,1199000,1
p2,6.839420,povray,2533000,0
p2,7.272048,povray,2533000,0
p2,6.841869,povray,2533000,0
p2,5.886510,povray,2133000,0
p2,5.802708,povray,2133000,0
p2,5.745587,povray,2133000,0
p2,5.091991,povray,1733000,0
p2,5.551105,cpuload_all_50_4096,1733000,0
p2,5.119625,povray,1733000,0
p2,5.139771,povray,1733000,0
p2,4.349870,povray,1199000,0
p2,4.346685,povray,1199000,0
p2,4.296282,povray,1199000,0
p2,7.249134,povray,2533000,1
p2,7.122214,povray,2533000,1
p2,7.154352,povray,2533000,1
p2,5.991982,povray,2133000,1
p2,6.192621,povray,2133000,1
p2,5.490754,cpuload_all_50_4096,1733000,0
p2,5.966437,povray,2133000,1
p2,5.242868,povray,1733000,1
p2,5.226251,povray,1733000,1
p2,4.967641,povray,1733000,1
p2,4.378665,povray,1199000,1
p2,4.495515,povray,1199000,1
p2,4.359721,povray,1199000,1
p2,7.906982,sjeng,2533000,0
p2,7.919500,sjeng,2533000,0
p2,7.923554,sjeng,2533000,0
p2,4.406170,cpuload_all_50_4096,1199000,0
p2,6.624825,sjeng,2133000,0
p2,6.645723,sjeng,2133000,0
p2,6.661244,sjeng,2133000,0
p2,5.716373,sjeng,1733000,0
p2,5.720100,sjeng,1733000,0
p2,5.712913,sjeng,1733000,0
p2,4.545249,sjeng,1199000,0
p2,4.547621,sjeng,1199000,0
p2,4.539386,sjeng,1199000,0
p2,7.886943,sjeng,2533000,1
p2,4.460667,cpuload_all_50_4096,1199000,0
p2,7.855629,sjeng,2533000,1
p2,7.874775,sjeng,2533000,1
p2,6.772122,sjeng,2133000,1
p2,6.767496,sjeng,2133000,1
p2,6.819461,sjeng,2133000,1
p2,5.738621,sjeng,1733000,1
p2,5.734354,sjeng,1733000,1
p2,5.734444,sjeng,1733000,1
p2,4.559691,sjeng,1199000,1
p2,4.555545,sjeng,1199000,1
p2,4.412751,cpuload_all_50_4096,1199000,0
p2,4.541288,sjeng,1199000,1
p2,6.653843,soplex,2533000,0
p2,6.399370,soplex,2533000,0
p2,6.387972,soplex,2533000,0
p2,5.920167,soplex,2133000,0
p2,5.568625,soplex,2133000,0
p2,5.878921,soplex,2133000,0
p2,5.025548,soplex,1733000,0
p2,5.046512,soplex,1733000,0
p2,5.058035,soplex,1733000,0
p2,7.363811,cpuload_all_50_4096,2533000,1
p2,4.058052,soplex,1199000,0
p2,4.323804,soplex,1199000,0
p2,4.156381,soplex,1199000,0
p2,6.332638,soplex,2533000,1
p2,6.677025,soplex,2533000,1
p2,6.410491,soplex,2533000,1
p2,5.795301,soplex,2133000,1
p2,6.231620,soplex,2133000,1
p2,5.685411,soplex,2133000,1
p2,5.062316,soplex,1733000,1
p2,7.374972,cpuload_all_50_4096,2533000,1
p2,4.982067,soplex,1733000,1
p2,4.975647,soplex,1733000,1
p2,4.221869,soplex,1199000,1
p2,4.060385,soplex,1199000,1
p2,4.300062,soplex,1199000,1
p2,7.196062,sphinx3,2533000,0
p2,7.066138,sphinx3,2533000,0
p2,6.930935,sphinx3,2533000,0
p2,6.259139,sphinx3,2133000,0
p2,6.063616,sphinx3,2133000,0
p2,7.455245,cpuload_all_50_4096,2533000,1
p2,6.226061,sphinx3,2133000,0
p2,5.278320,sphinx3,1733000,0
p2,5.258042,sphinx3,1733000,0
p2,5.270276,sphinx3,1733000,0
p2,4.295251,sphinx3,1199000,0
p2,4.248585,sphinx3,1199000,0
p2,4.456897,sphinx3,1199000,0
p2,7.276270,sphinx3,2533000,1
p2,7.016697,sphinx3,2533000,1
p2,6.968139,sphinx3,2533000,1
p2,6.503232,cpuload_all_50_4096,2133000,1
p2,6.265327,sphinx3,2133000,1
p2,6.098622,sphinx3,2133000,1
p2,6.256232,sphinx3,2133000,1
p2,5.270980,sphinx3,1733000,1
p2,5.268122,sphinx3,1733000,1
p2,5.262141,sphinx3,1733000,1
p2,4.331897,sphinx3,1199000,1
p2,4.391471,sphinx3,1199000,1
p2,4.344317,sphinx3,1199000,1
p2,7.392177,zeusmp,2533000,0
p2,6.468550,cpuload_all_50_4096,2133000,1
p2,7.436636,zeusmp,2533000,0
p2,7.469846,zeusmp,2533000,0
p2,6.535101,zeusmp,2133000,0
p2,6.602472,zeusmp,2133000,0
p2,6.578984,zeusmp,2133000,0
p2,5.610018,zeusmp,1733000,0
p2,5.614410,zeusmp,1733000,0
p2,5.622850,zeusmp,1733000,0
p2,4.503118,zeusmp,1199000,0
p2,4.486522,zeusmp,1199000,0
p2,6.478238,cpuload_all_50_4096,2133000,1
p2,4.493432,zeusmp,1199000,0
p2,7.407859,zeusmp,2533000,1
p2,7.446717,zeusmp,2533000,1
p2,7.514262,zeusmp,2533000,1
p2,6.562354,zeusmp,2133000,1
p2,6.541931,zeusmp,2133000,1
p2,6.496246,zeusmp,2133000,1
p2,5.542881,zeusmp,1733000,1
p2,5.541649,zeusmp,1733000,1
p2,5.546097,zeusmp,1733000,1
p2,5.064998,cpuload_all_50_4096,1733000,1
p2,4.482843,zeusmp,1199000,1
p2,4.482881,zeusmp,1199000,1
p2,4.468367,zeusmp,1199000,1
p2,8.912111,bzip2,2533000,0
p2,8.187594,bzip2,2533000,0
p2,7.632519,bzip2,2533000,0
p2,6.640838,bzip2,2133000,0
p2,6.605085,bzip2,2133000,0
p2,6.645390,bzip2,2133000,0
p2,5.595728,bzip2,1733000,0
p2,5.076264,cpuload_all_50_4096,1733000,1
p2,5.544077,bzip2,1733000,0
p2,5.607030,bzip2,1733000,0
p2,4.460078,bzip2,1199000,0
p2,4.451000,bzip2,1199000,0
p2,4.481296,bzip2,1199000,0
p2,7.688907,bzip2,2533000,1
p2,7.757428,bzip2,2533000,1
p2,7.724820,bzip2,2533000,1
p2,6.604078,bzip2,2133000,1
p2,6.620437,bzip2,2133000,1
p2,5.488692,cpuload_all_50_4096,1733000,1
p2,6.595351,bzip2,2133000,1
p2,5.588870,bzip2,1733000,1
p2,5.603338,bzip2,1733000,1
p2,5.564448,bzip2,1733000,1
p2,4.463643,bzip2,1199000,1
p2,4.479838,bzip2,1199000,1
p2,4.466001,bzip2,1199000,1
p2,7.367363,cactusADM,2533000,0
p2,7.290269,cactusADM,2533000,0
p2,7.273959,cactusADM,2533000,0
p2,4.535297,cpuload_all_50_4096,1199000,1
p2,6.412066,cactusADM,2133000,0
p2,6.422730,cactusADM,2133000,0
p2,6.367419,cactusADM,2133000,0
p2,5.501322,cactusADM,1733000,0
p2,5.471949,cactusADM,1733000,0
p2,5.479428,cactusADM,1733000,0
p2,4.404004,cactusADM,1199000,0
p2,4.431115,cactusADM,1199000,0
p2,4.435461,cactusADM,1199000,0
p2,7.273981,cactusADM,2533000,1
p2,4.505246,cpuload_all_50_4096,1199000,1
p2,7.236771,cactusADM,2533000,1
p2,7.250910,cactusADM,2533000,1
p2,6.456370,cactusADM,2133000,1
p2,6.451408,cactusADM,2133000,1
p2,6.474760,cactusADM,2133000,1
p2,5.461200,cactusADM,1733000,1
p2,5.479117,cactusADM,1733000,1
p2,5.496323,cactusADM,1733000,1
p2,4.367126,cactusADM,1199000,1
p2,4.402416,cactusADM,1199000,1
p2,4.555312,cpuload_all_50_4096,1199000,1
p2,4.411666,cactusADM,1199000,1
p2,0.872781,cpuload_all_0_4096,2533000,0
p2,0.889651,cpuload_all_0_4096,2533000,0
p2,1.013592,cpuload_all_0_4096,2533000,0
p2,0.823269,cpuload_all_0_4096,2133000,0
p2,0.879328,cpuload_all_0_4096,2133000,0
p2,1.003314,cpuload_all_0_4096,2133000,0
p2,0.802448,cpuload_all_0_4096,1733000,0
p2,0.734419,cpuload_all_0_4096,1733000,0
p2,0.846459,cpuload_all_0_4096,1733000,0
p2,7.351272,cpuload_all_75_4096,2533000,0
p2,0.716735,cpuload_all_0_4096,1199000,0
p2,0.735022,cpuload_all_0_4096,1199000,0
p2,0.745674,cpuload_all_0_4096,1199000,0
p2,0.776441,cpuload_all_0_4096,2533000,1
p2,0.812141,cpuload_all_0_4096,2533000,1
p2,0.765204,cpuload_all_0_4096,2533000,1
p2,0.819408,cpuload_all_0_4096,2133000,1
p2,0.833151,cpuload_all_0_4096,2133000,1
p2,0.895622,cpuload_all_0_4096,2133000,1
p2,0.868644,cpuload_all_0_4096,1733000,1
p2,7.422172,cpuload_all_75_4096,2533000,0
p2,0.804510,cpuload_all_0_4096,1733000,1
p2,0.800438,cpuload_all_0_4096,1733000,1
p2,0.740669,cpuload_all_0_4096,1199000,1
p2,0.696759,cpuload_all_0_4096,1199000,1
p2,0.678690,cpuload_all_0_4096,1199000,1
p2,2.649819,cpuload_all_25_4096,2533000,0
p2,2.678472,cpuload_all_25_4096,2533000,0
p2,2.657558,cpuload_all_25_4096,2533000,0
p2,2.406055,cpuload_all_25_4096,2133000,0
p2,2.385902,cpuload_all_25_4096,2133000,0
p2,7.371473,cpuload_all_75_4096,2533000,0
p2,2.420535,cpuload_all_25_4096,2133000,0
p2,2.117213,cpuload_all_25_4096,1733000,0
p2,2.088161,cpuload_all_25_4096,1733000,0
p2,2.095109,cpuload_all_25_4096,1733000,0
p2,1.873193,cpuload_all_25_4096,1199000,0
p2,1.854026,cpuload_all_25_4096,1199000,0
p2,1.884281,cpuload_all_25_4096,1199000,0
p2,2.629647,cpuload_all_25_4096,2533000,1
p2,2.604342,cpuload_all_25_4096,2533000,1
p2,2.658397,cpuload_all_25_4096,2533000,1
p2,6.472345,cpuload_all_75_4096,2133000,0
p2,2.389699,cpuload_all_25_4096,2133000,1
p2,2.412413,cpuload_all_25_4096,2133000,1
p2,2.409322,cpuload_all_25_4096,2133000,1
p2,2.130982,cpuload_all_25_4096,1733000,1
p2,2.128592,cpuload_all_25_4096,1733000,1
p2,2.189550,cpuload_all_25_4096,1733000,1
p2,1.901175,cpuload_all_25_4096,1199000,1
p2,1.946460,cpuload_all_25_4096,1199000,1
p2,1.904894,cpuload_all_25_4096,1199000,1
p2,7.355840,cpuload_all_50_4096,2533000,0
p2,6.568247,cpuload_all_75_4096,2133000,0
p2,7.511033,cpuload_all_50_4096,2533000,0
p2,7.369782,cpuload_all_50_4096,2533000,0
p2,6.454413,cpuload_all_50_4096,2133000,0
p2,6.448259,cpuload_all_50_4096,2133000,0
p2,6.592593,cpuload_all_50_4096,2133000,0
p2,5.499300,cpuload_all_50_4096,1733000,0
p2,5.467050,cpuload_all_50_4096,1733000,0
p2,5.559979,cpuload_all_50_4096,1733000,0
p2,4.389213,cpuload_all_50_4096,1199000,0
p2,4.442711,cpuload_all_50_4096,1199000,0
p2,6.541374,cpuload_all_75_4096,2133000,0
p2,4.402918,cpuload_all_50_4096,1199000,0
p2,7.284114,cpuload_all_50_4096,2533000,1
p2,7.475448,cpuload_all_50_4096,2533000,1
p2,7.410442,cpuload_all_50_4096,2533000,1
p2,6.445664,cpuload_all_50_4096,2133000,1
p2,6.468035,cpuload_all_50_4096,2133000,1
p2,6.486113,cpuload_all_50_4096,2133000,1
p2,5.107814,cpuload_all_50_4096,1733000,1
p2,5.482757,cpuload_all_50_4096,1733000,1
p2,5.489845,cpuload_all_50_4096,1733000,1
p2,5.503624,cpuload_all_75_4096,1733000,0
p2,4.420067,cpuload_all_50_4096,1199000,1
p2,4.391006,cpuload_all_50_4096,1199000,1
p2,4.415725,cpuload_all_50_4096,1199000,1
p2,7.366315,cpuload_all_75_4096,2533000,0
p2,7.461207,cpuload_all_75_4096,2533000,0
p2,7.374166,cpuload_all_75_4096,2533000,0
p2,6.557461,cpuload_all_75_4096,2133000,0
p2,6.479697,cpuload_all_75_4096,2133000,0
p2,6.467145,cpuload_all_75_4096,2133000,0
