uri,primary_name_display,replaced
http://dx.doi.org/10.13039/100007713,"Bahauddin Zakariya University",
http://dx.doi.org/10.13039/501100005872,"Bahir Dar University",
http://dx.doi.org/10.13039/100001480,"Bailey Family Foundation",
http://dx.doi.org/10.13039/501100001262,"Baily Thomas Charitable Fund",
http://dx.doi.org/10.13039/100006487,"Baker Hughes",
http://dx.doi.org/10.13039/501100004430,"Baker IDI Heart and Diabetes Institute",
http://dx.doi.org/10.13039/501100006352,"Baki Dövlət Universiteti",
http://dx.doi.org/10.13039/100003616,"Bakken Museum",
http://dx.doi.org/10.13039/501100006007,"Balassi Intézet",
http://dx.doi.org/10.13039/501100004491,"Balikesir Üniversitesi",
http://dx.doi.org/10.13039/100000989,"Ball Brothers Foundation",
http://dx.doi.org/10.13039/100005110,"Ball Corporation",
http://dx.doi.org/10.13039/100008326,"Ball State University",
http://dx.doi.org/10.13039/100010540,"Ballard Power Systems",
http://dx.doi.org/10.13039/501100006558,"Balliol College, University of Oxford",
http://dx.doi.org/10.13039/100002647,"Baltic-American Partnership Fund",
http://dx.doi.org/10.13039/100005465,"Baltimore Community Foundation",
http://dx.doi.org/10.13039/501100002742,"Banaras Hindu University",
http://dx.doi.org/10.13039/501100003770,"Banca d'Italia",
http://dx.doi.org/10.13039/501100005142,"Banco Bilbao Vizcaya Argentaria",
http://dx.doi.org/10.13039/100007706,"Banco Central de Venezuela",
http://dx.doi.org/10.13039/100010784,"Banco Santander",
http://dx.doi.org/10.13039/501100007822,"Bangalore University",
http://dx.doi.org/10.13039/100007712,"Bangkok University",
http://dx.doi.org/10.13039/501100005867,"Bangladesh Agricultural Research Institute",
http://dx.doi.org/10.13039/501100005999,"Bangladesh Council of Scientific and Industrial Research",
http://dx.doi.org/10.13039/501100008229,"Bangladesh Fisheries Research Institute",
http://dx.doi.org/10.13039/501100005963,"Bangladesh Rice Research Institute",
http://dx.doi.org/10.13039/501100006000,"Bangladesh University of Health Sciences",
http://dx.doi.org/10.13039/501100003547,"Bangor University",
http://dx.doi.org/10.13039/100002486,"Bank of America",
http://dx.doi.org/10.13039/501100000065,"Bank of Canada",
http://dx.doi.org/10.13039/501100000533,"Bank of England",
http://dx.doi.org/10.13039/100009075,"Bankhead-Coley Foundation",
http://dx.doi.org/10.13039/100010292,"Banner Alzheimer’s Foundation",
http://dx.doi.org/10.13039/100010231,"Banting Research Foundation",
http://dx.doi.org/10.13039/501100000064,"Banting and Best Diabetes Centre, University of Toronto",
http://dx.doi.org/10.13039/100007716,"Banyu Life Science Foundation International",
http://dx.doi.org/10.13039/501100002743,"Baoji University of Arts And Sciences",
http://dx.doi.org/10.13039/100000990,"Baptist Community Ministries",
http://dx.doi.org/10.13039/501100007305,"Baqai Institute of Pharmaceutical Sciences, Baqai Medical University",
http://dx.doi.org/10.13039/501100007304,"Baqai Medical University",
http://dx.doi.org/10.13039/501100005849,"Baqiyatallah University of Medical Sciences",
http://dx.doi.org/10.13039/501100008115,"Baqyiatallah University of Medical Sciences",
http://dx.doi.org/10.13039/501100002744,"Bar-Ilan University",
http://dx.doi.org/10.13039/100010385,"Barakat Trust",
http://dx.doi.org/10.13039/100005467,"Barbara Bates Center for The Study of the History of Nursing, University of Pennsylvania",
http://dx.doi.org/10.13039/100008483,"Barbro Osher Pro Suecia Foundation",
http://dx.doi.org/10.13039/501100006433,"Barcelona Supercomputing Center",
http://dx.doi.org/10.13039/100010719,"Barclays",
http://dx.doi.org/10.13039/100009346,"Bard College",
http://dx.doi.org/10.13039/100006626,"Bard College Student Government",
http://dx.doi.org/10.13039/100009347,"Bard Summer Research Institute, Bard College",
http://dx.doi.org/10.13039/501100004877,"Bardham Research and Education Trust",
http://dx.doi.org/10.13039/501100000534,"Baring Foundation",
http://dx.doi.org/10.13039/501100006428,"Barkatullah Vishwavidyalaya, Bhopal",
http://dx.doi.org/10.13039/100007711,"Barker Welfare Foundation",
http://dx.doi.org/10.13039/501100006313,"Barncancerfonden",
http://dx.doi.org/10.13039/501100004973,"Barndiabetesfonden",
http://dx.doi.org/10.13039/100004701,"Barnes & Noble",
http://dx.doi.org/10.13039/100010627,"Barr Foundation",
http://dx.doi.org/10.13039/100008228,"Barra Foundation",
http://dx.doi.org/10.13039/100002650,"Barrett Bateman Foundation",
http://dx.doi.org/10.13039/100008418,"Barrick Gold Corporation",
http://dx.doi.org/10.13039/100009797,"Barrow Neurological Foundation",
http://dx.doi.org/10.13039/100000991,"Barry Community Foundation",
http://dx.doi.org/10.13039/100007173,"Barry University",
http://dx.doi.org/10.13039/100002651,"Barth Syndrome Foundation",
http://dx.doi.org/10.13039/501100007111,"Bartin Üniversitesi",
http://dx.doi.org/10.13039/501100005313,"Barts and The London School of Medicine and Dentistry",
http://dx.doi.org/10.13039/501100007625,"Basaveshwar Engineering College",
http://dx.doi.org/10.13039/100006151,"Basic Energy Sciences",
http://dx.doi.org/10.13039/501100005144,"Basic Research Program of Jiangsu Education Department",
http://dx.doi.org/10.13039/501100005145,"Basic Research Program of Jiangsu Province",
http://dx.doi.org/10.13039/501100005146,"Basic Research Programs of Sichuan Province",
http://dx.doi.org/10.13039/100006949,"Basis International",
http://dx.doi.org/10.13039/501100005003,"Baskent Üniversitesi",
http://dx.doi.org/10.13039/501100008212,"Bassir-Thomas Biomedical Foundation",
http://dx.doi.org/10.13039/100005466,"Bat Conservation International",
http://dx.doi.org/10.13039/100008691,"Batchelor Institute of Indigenous Tertiary Education",
http://dx.doi.org/10.13039/100008203,"Batchworth Trust",
http://dx.doi.org/10.13039/100010331,"Bath Spa University",
http://dx.doi.org/10.13039/100009535,"Baton Rouge Area Foundation",
http://dx.doi.org/10.13039/100000992,"Baton Rouge Area Foundation",
http://dx.doi.org/10.13039/100000993,"Battelle",
http://dx.doi.org/10.13039/100010446,"Batten Disease Family Association",
http://dx.doi.org/10.13039/100005468,"Batten Disease Support and Research Association",
http://dx.doi.org/10.13039/100008596,"Batten Institute for Innovation and Entrepreneurship, Darden School of Business, University of Virginia",
http://dx.doi.org/10.13039/100000994,"Battle Creek Community Foundation",
http://dx.doi.org/10.13039/501100007368,"Bauer-Hollmann Stiftung",
http://dx.doi.org/10.13039/501100007252,"Baugarten Stiftung",
http://dx.doi.org/10.13039/501100006708,"Bauhaus-Universität Weimar",
http://dx.doi.org/10.13039/501100006754,"Bauman Moscow State Technical University",
http://dx.doi.org/10.13039/100007489,"Bausch and Lomb",
http://dx.doi.org/10.13039/100007490,"Bausch and Lomb Ireland",
http://dx.doi.org/10.13039/100009431,"Baxalta",
http://dx.doi.org/10.13039/100009430,"Baxter BioScience",
http://dx.doi.org/10.13039/100007658,"Baxter Healthcare Corporation",
http://dx.doi.org/10.13039/100010741,"Baxter Innovations",
http://dx.doi.org/10.13039/100004702,"Baxter International",
http://dx.doi.org/10.13039/100005643,"Baxter International Foundation",
http://dx.doi.org/10.13039/100010521,"Baxter Nederland",
http://dx.doi.org/10.13039/100006673,"Bay Area Black United Fund",
http://dx.doi.org/10.13039/100001489,"Bay Area Community Foundation",
http://dx.doi.org/10.13039/100001417,"Bay and Paul Foundations",
http://dx.doi.org/10.13039/100004326,"Bayer",
http://dx.doi.org/10.13039/100007659,"Bayer Corporation",R
http://dx.doi.org/10.13039/100008791,"Bayer CropScience",
http://dx.doi.org/10.13039/501100000801,"Bayer Healthcare",
http://dx.doi.org/10.13039/501100006010,"Bayer Schering",
http://dx.doi.org/10.13039/501100005067,"Bayerisch-Französisches Hochschulzentrum",
http://dx.doi.org/10.13039/501100007306,"Bayerische Akademie der Wissenschaften",
http://dx.doi.org/10.13039/501100002745,"Bayerische Forschungsstiftung",
http://dx.doi.org/10.13039/501100004563,"Bayerisches Staatsministerium für Bildung und Kultus, Wissenschaft und Kunst",
http://dx.doi.org/10.13039/501100005017,"Bayerisches Staatsministerium für Wirtschaft, Infrastruktur, Verkehr und Technologie",
http://dx.doi.org/10.13039/501100005341,"Bayerisches Staatsministerium für Wissenschaft, Forschung und Kunst",
http://dx.doi.org/10.13039/501100006463,"Bayerisches Staatsministerium für Wirtschaft und Medien, Energie und Technologie",
http://dx.doi.org/10.13039/100007660,"Bayhill Therapeutics",
http://dx.doi.org/10.13039/100010272,"Baylor Collections of Political Materials",
http://dx.doi.org/10.13039/100007915,"Baylor College of Medicine",
http://dx.doi.org/10.13039/100007856,"Baylor College of Medicine",R
http://dx.doi.org/10.13039/100007282,"Baylor Health Care System Foundation",
http://dx.doi.org/10.13039/100007492,"Baylor University",
http://dx.doi.org/10.13039/501100007307,"Bayworld Centre for Research and Education",
http://dx.doi.org/10.13039/100001738,"Be The Match Foundation",
http://dx.doi.org/10.13039/100009218,"Beacon Institute for Rivers and Estuaries",
http://dx.doi.org/10.13039/100007669,"Beatrice Hunter Cancer Research Institute",
http://dx.doi.org/10.13039/100009232,"Beatson Cancer Charity",
http://dx.doi.org/10.13039/100007740,"Beaumont Health System",
http://dx.doi.org/10.13039/100001972,"Beaver County Foundation",
http://dx.doi.org/10.13039/100002655,"Beckman Coulter Foundation",
http://dx.doi.org/10.13039/100005471,"Beckman Institute for Advanced Science and Technology, University of Illinois, Urbana-Champaign",
http://dx.doi.org/10.13039/100001490,"Beckman Laser Institute and Medical Clinic",
http://dx.doi.org/10.13039/100008307,"Beckman Research Institute, City of Hope",
http://dx.doi.org/10.13039/501100007253,"Bedford Institute of Oceanography",
http://dx.doi.org/10.13039/501100005019,"Beef Cattle Research Council",
http://dx.doi.org/10.13039/100002656,"Beez Foundation",
http://dx.doi.org/10.13039/100009547,"Behavioral Neuroscience and Comparative Psychology",
http://dx.doi.org/10.13039/501100008459,"Behavioural Science institute, Radboud University",
http://dx.doi.org/10.13039/100007661,"Behrakis Foundation",
http://dx.doi.org/10.13039/501100005323,"Beifang University of Nationalities",
http://dx.doi.org/10.13039/501100002358,"Beihang University",
http://dx.doi.org/10.13039/501100007934,"Beijing Academy of Agricultural and Forestry Sciences",
http://dx.doi.org/10.13039/501100002359,"Beijing Academy of Food Sciences",
http://dx.doi.org/10.13039/501100005020,"Beijing Afforestation Foundation",
http://dx.doi.org/10.13039/501100005081,"Beijing Council of Science and Technology",
http://dx.doi.org/10.13039/501100005021,"Beijing Cultural Development Foundation",
http://dx.doi.org/10.13039/501100005082,"Beijing Education Committee Cooperation Building Foundation Project",
http://dx.doi.org/10.13039/501100005083,"Beijing Excellent Doctoral Thesis Project",
http://dx.doi.org/10.13039/501100005084,"Beijing Excellent Ph.D. Thesis Guidance Foundation",
http://dx.doi.org/10.13039/501100008346,"Beijing Foreign Studies University",
http://dx.doi.org/10.13039/501100005085,"Beijing Institute of Technology",
http://dx.doi.org/10.13039/501100005022,"Beijing Jiaotong University",
http://dx.doi.org/10.13039/501100005086,"Beijing Jiaotong University Research Program",
http://dx.doi.org/10.13039/501100008343,"Beijing Language and Culture University",
http://dx.doi.org/10.13039/501100005088,"Beijing Municipal Bureau of Health",
http://dx.doi.org/10.13039/501100002888,"Beijing Municipal Commission of Education",
http://dx.doi.org/10.13039/501100003213,"Beijing Municipal Education Commission",R
http://dx.doi.org/10.13039/501100005089,"Beijing Municipal Natural Science Foundation",R
http://dx.doi.org/10.13039/501100002726,"Beijing Normal University",
http://dx.doi.org/10.13039/501100005090,"Beijing Nova Program",
http://dx.doi.org/10.13039/501100005024,"Beijing Postdoctoral Research Foundation",
http://dx.doi.org/10.13039/501100005706,"Beijing Technology and Business University",
http://dx.doi.org/10.13039/501100004478,"Beijing Union University",
http://dx.doi.org/10.13039/501100003352,"Beijing University of Agriculture",
http://dx.doi.org/10.13039/501100007302,"Beijing University of Chemical Technology",
http://dx.doi.org/10.13039/501100004846,"Beijing University of Chinese Medicine",
http://dx.doi.org/10.13039/501100008521,"Beijing University of Civil Engineering and Architecture",
http://dx.doi.org/10.13039/501100002766,"Beijing University of Posts and Telecommunications",
http://dx.doi.org/10.13039/501100003444,"Beijing University of Technology",
http://dx.doi.org/10.13039/501100005087,"Beijing Key Lab of Fine Ceramics Opening Fund",
http://dx.doi.org/10.13039/501100007730,"Beilstein-Institut zur Förderung der Chemischen Wissenschaften",
http://dx.doi.org/10.13039/100005472,"Beinecke Rare Book and Manuscript Library, Yale University",
http://dx.doi.org/10.13039/501100000410,"Beit Trust",
http://dx.doi.org/10.13039/100007595,"Belarusian Republican Foundation for Fundamental Research",
http://dx.doi.org/10.13039/501100007609,"Belarusian State University",
http://dx.doi.org/10.13039/100005473,"Belfer Center for Science and International Affairs, Harvard University",
http://dx.doi.org/10.13039/100001491,"Belgian American Educational Foundation",
http://dx.doi.org/10.13039/501100008031,"Belgian Brain Tumor Support",
http://dx.doi.org/10.13039/501100005027,"Belgisch Ontwikkelingsagentschap",
http://dx.doi.org/10.13039/501100005998,"Belgorod National Research University",
http://dx.doi.org/10.13039/501100003288,"Bell Canada Enterprises",
http://dx.doi.org/10.13039/100007853,"Bell Labs, Alcaltel-Lucent",
http://dx.doi.org/10.13039/501100005103,"Bellingen Shire Council",
http://dx.doi.org/10.13039/100005475,"Bemis Center for Contemporary Arts",
http://dx.doi.org/10.13039/100006415,"Ben B. and Iris M. Margolis Foundation",
http://dx.doi.org/10.13039/100009721,"Ben May Charitable Trust",
http://dx.doi.org/10.13039/100008222,"Ben and Catherine Ivy Foundation",
http://dx.doi.org/10.13039/100001618,"Ben and Maytee Fisch Foundation",
http://dx.doi.org/10.13039/501100005005,"Ben-Gurion University of the Negev",
http://dx.doi.org/10.13039/100010150,"Beneficia Foundation",
http://dx.doi.org/10.13039/501100006348,"Benemérita Universidad Autónoma de Puebla",
http://dx.doi.org/10.13039/501100007607,"Benesse Corporation",
http://dx.doi.org/10.13039/501100007608,"Benesse Holdings",
http://dx.doi.org/10.13039/501100007924,"Bengbu Medical College",
http://dx.doi.org/10.13039/501100004503,"Benha University",
http://dx.doi.org/10.13039/100008537,"Benign Essential Blepharospasm Research Foundation",
http://dx.doi.org/10.13039/100006963,"Benjamin and Adith Miller Family Endowment on Aging, Alzheimer's, and Autism Research",
http://dx.doi.org/10.13039/501100005028,"Benozyio Foundation",
http://dx.doi.org/10.13039/501100006305,"Benteler International AG",
http://dx.doi.org/10.13039/100005476,"Bentley Historical Library, University of Michigan",
http://dx.doi.org/10.13039/100009216,"Bently Foundation",
http://dx.doi.org/10.13039/100002660,"Benton Foundation",
http://dx.doi.org/10.13039/501100006475,"Bergens Forskningsstiftelse",
http://dx.doi.org/10.13039/100010583,"Berger Family Technology Transfer Endowment",
http://dx.doi.org/10.13039/100009536,"Bergmark Foundation",
http://dx.doi.org/10.13039/100009998,"Berkeley Institute for Jewish Law and Israel Studies",
http://dx.doi.org/10.13039/100011282,"Berkeley Natural History Museums",
http://dx.doi.org/10.13039/100001494,"Berks County Community Foundation",
http://dx.doi.org/10.13039/100004688,"Berkshire Hathaway",
http://dx.doi.org/10.13039/100000999,"Berkshire Taconic Community Foundation",
http://dx.doi.org/10.13039/501100006755,"Berliner Sparkassenstiftung Medizin",
http://dx.doi.org/10.13039/100010305,"Bernadotte Foundation For Children’s Eyecare",
http://dx.doi.org/10.13039/100010151,"Bernard Judd Foundation",
http://dx.doi.org/10.13039/100000834,"Bernard Osher Foundation",
http://dx.doi.org/10.13039/100006934,"Bernard and Esther Besner Infant Research Fund",
http://dx.doi.org/10.13039/100010703,"Bernard and Irene Schwartz Foundation",
http://dx.doi.org/10.13039/100007409,"Bernard van Leer Foundation",
http://dx.doi.org/10.13039/501100006259,"Berner Fachhochschule",
http://dx.doi.org/10.13039/100001483,"Bernice Barbour Foundation",
http://dx.doi.org/10.13039/100002994,"Bernice E. Holland Foundation",
http://dx.doi.org/10.13039/501100007622,"Bernische Krebsliga",
http://dx.doi.org/10.13039/501100002348,"Bernstein Center for Computational Neuroscience Tübingen",
http://dx.doi.org/10.13039/100008327,"Berry College",
http://dx.doi.org/10.13039/501100006354,"Berth von Kantzows Stiftelse",
http://dx.doi.org/10.13039/501100005030,"Berthold Australia",
http://dx.doi.org/10.13039/100009562,"Berthold Leibinger Stiftung",
http://dx.doi.org/10.13039/501100006516,"Bertil Hållstens Forskningsstiftelse",
http://dx.doi.org/10.13039/100010735,"Bertil and Britt Svenssons Stiftelse för Belysningsteknik",
http://dx.doi.org/10.13039/501100005403,"Beskæftigelsesministeriet",
http://dx.doi.org/10.13039/100005477,"Beta Phi Mu",
http://dx.doi.org/10.13039/100005615,"Beth Israel Deaconess Medical Center",
http://dx.doi.org/10.13039/100009525,"Beverage Institute for Health and Wellness",
http://dx.doi.org/10.13039/100001496,"Beveridge Family Foundation",
http://dx.doi.org/10.13039/501100008347,"Bezmiâlem Vakif Üniversitesi",
http://dx.doi.org/10.13039/501100005031,"Bhabha Atomic Research Centre",
http://dx.doi.org/10.13039/501100007299,"Bharathiar University",
http://dx.doi.org/10.13039/501100007624,"Bharti Centre for Communication",
http://dx.doi.org/10.13039/501100007623,"Bharti Foundation",
http://dx.doi.org/10.13039/501100006429,"Bhopal Memorial Hospital and Research Centre",
http://dx.doi.org/10.13039/100008446,"Bibbi och Nils Jensens Stiftelse",
http://dx.doi.org/10.13039/501100000535,"Bibliographical Society",
http://dx.doi.org/10.13039/100005500,"Bibliographical Society of America",
http://dx.doi.org/10.13039/501100000062,"Bibliographical Society of Canada",
http://dx.doi.org/10.13039/501100000061,"Bibliothèque et Archives nationales du Québec",
http://dx.doi.org/10.13039/501100000868,"Biffa Award",
http://dx.doi.org/10.13039/501100000385,"Big Lottery Fund",
http://dx.doi.org/10.13039/501100007229,"Bijzonder Onderzoeksfonds",
http://dx.doi.org/10.13039/501100008967,"Bilim Akademisi",
http://dx.doi.org/10.13039/501100008806,"Bilim, Sanayi ve Teknoloji Bakanliği",
http://dx.doi.org/10.13039/501100004006,"Bilimsel Araştirma Projeleri Birimi, Istanbul Üniversitesi",
http://dx.doi.org/10.13039/501100006349,"Bilkent Üniversitesi",
http://dx.doi.org/10.13039/100005833,"Bill and Carol Fox Center for Humanistic Inquiry, Emory University",
http://dx.doi.org/10.13039/100000865,"Bill and Melinda Gates Foundation",
http://dx.doi.org/10.13039/100009053,"Bill and Melinda Gates Institute for Population and Reproductive Health",
http://dx.doi.org/10.13039/100001409,"Billings Clinic Foundation",
http://dx.doi.org/10.13039/100008451,"Binghamton University",
http://dx.doi.org/10.13039/501100005034,"Binus University",
http://dx.doi.org/10.13039/501100007322,"Binzhou Medical University",
http://dx.doi.org/10.13039/501100008676,"Binzhou University",
http://dx.doi.org/10.13039/100007741,"Bio-Imaging Technologies",
http://dx.doi.org/10.13039/100011234,"Bio-Rad Laboratories",
http://dx.doi.org/10.13039/501100007173,"Bio-oriented Technology Research Advancement Institution",
http://dx.doi.org/10.13039/100007742,"BioClinica",
http://dx.doi.org/10.13039/100010600,"BioElectric",
http://dx.doi.org/10.13039/100007494,"BioFrontiers Institute, University of Colorado Boulder",
http://dx.doi.org/10.13039/100010499,"BioFrontiers Institute, University of Colorado Colorado Springs",
http://dx.doi.org/10.13039/100010606,"BioFuelNet Canada",
http://dx.doi.org/10.13039/100008484,"BioMarin Pharmaceutical",
http://dx.doi.org/10.13039/100007617,"BioMimetic Therapeutics",
http://dx.doi.org/10.13039/100010954,"Biobased Industry Center, Iowa State University",
http://dx.doi.org/10.13039/100005849,"Biochemical Society",R
http://dx.doi.org/10.13039/501100000373,"Biochemical Society",
http://dx.doi.org/10.13039/100007777,"Biocon",
http://dx.doi.org/10.13039/100010429,"Biodel",
http://dx.doi.org/10.13039/100007727,"Biodesign Institute, Arizona State University",
http://dx.doi.org/10.13039/100006594,"Biodiversity Institute, Florida Museum of Natural History",
http://dx.doi.org/10.13039/501100006337,"Bioforsk",
http://dx.doi.org/10.13039/100005642,"Biofuels Center of North Carolina",
http://dx.doi.org/10.13039/100005614,"Biogen",
http://dx.doi.org/10.13039/100006314,"Biogen Idec",
http://dx.doi.org/10.13039/501100006300,"Biognos AB",
http://dx.doi.org/10.13039/501100001441,"Bioinformatics Institute",
http://dx.doi.org/10.13039/100010883,"Biola University",
http://dx.doi.org/10.13039/100007840,"Bioland",
http://dx.doi.org/10.13039/501100005734,"Biologian Laitos, Oulun Yliopisto",
http://dx.doi.org/10.13039/501100005221,"Biological Interactions Doctoral Programme",
http://dx.doi.org/10.13039/100006206,"Biological and Environmental Research",
http://dx.doi.org/10.13039/100006773,"Biology Department, Gannon University",
http://dx.doi.org/10.13039/100011116,"Biology Graduate Student Association, University of New Mexico",
http://dx.doi.org/10.13039/100011212,"Biology Society of South Australia",
http://dx.doi.org/10.13039/100006160,"Biomass Program",
http://dx.doi.org/10.13039/100008557,"Biomedical Engineering Department, University of Michigan",
http://dx.doi.org/10.13039/100005502,"Biomedical Engineering Society",
http://dx.doi.org/10.13039/100007496,"Biomedical Laboratory Research and Development, VA Office of Research and Development",
http://dx.doi.org/10.13039/100011085,"Biomedical Research Foundation",
http://dx.doi.org/10.13039/100001978,"Biomedical Research Foundation of Northwest Louisiana",
http://dx.doi.org/10.13039/501100003756,"Biomedicum Helsinki-säätiö",
http://dx.doi.org/10.13039/100008450,"Biomet",
http://dx.doi.org/10.13039/100008753,"Biomet 3i",
http://dx.doi.org/10.13039/100009636,"Biomet Deutschland",
http://dx.doi.org/10.13039/100010181,"Biometrics Identity Management Agency",
http://dx.doi.org/10.13039/501100006042,"Biophysical Sciences Institute",
http://dx.doi.org/10.13039/501100008917,"Biosecurity Queensland",
http://dx.doi.org/10.13039/100007497,"Biosense Webster",
http://dx.doi.org/10.13039/501100008877,"Biosensors International Group",
http://dx.doi.org/10.13039/501100007181,"Biotechnology Research Center, Tabriz University of Medical Sciences",
http://dx.doi.org/10.13039/501100000268,"Biotechnology and Biological Sciences Research Council",
http://dx.doi.org/10.13039/501100005876,"Biotieteiden ja Ympäristön Tutkimuksen Toimikunta",
http://dx.doi.org/10.13039/501100005035,"Biotronik",
http://dx.doi.org/10.13039/501100001683,"Bioversity International",
http://dx.doi.org/10.13039/100004454,"Bioversity International",R
http://dx.doi.org/10.13039/100010586,"Bird Technologies",
http://dx.doi.org/10.13039/100010337,"BirdLife Australia",
http://dx.doi.org/10.13039/100011316,"Birds Queensland",
http://dx.doi.org/10.13039/501100005117,"Birjand University of Medical Sciences",
http://dx.doi.org/10.13039/501100007254,"Birla Institute of Scientific Research",
http://dx.doi.org/10.13039/501100006464,"Birla Institute of Technology and Science, Pilani",
http://dx.doi.org/10.13039/100009537,"Birmingham City University",
http://dx.doi.org/10.13039/100010332,"Bishop Grosseteste University",
http://dx.doi.org/10.13039/100009538,"Bishop's University",
http://dx.doi.org/10.13039/501100006369,"Bitlis Eren Üniversitesi",
http://dx.doi.org/10.13039/100004692,"Black & Decker",
http://dx.doi.org/10.13039/100005504,"Black Metropolis Research Consortium",
http://dx.doi.org/10.13039/501100000390,"Blackie Foundation Trust",
http://dx.doi.org/10.13039/100002672,"Blacksmith Institute",
http://dx.doi.org/10.13039/100009779,"Bladder Cancer Advocacy Network",
http://dx.doi.org/10.13039/100005505,"Blakemore Foundation",
http://dx.doi.org/10.13039/100002235,"Blanche Moore Foundation",
http://dx.doi.org/10.13039/100007499,"Blanchette Hooker Rockefeller Fund",
http://dx.doi.org/10.13039/100009875,"Blazeman Foundation for ALS",
http://dx.doi.org/10.13039/501100006359,"Blekinge Tekniska Högskola",
http://dx.doi.org/10.13039/100007596,"Bloddonorerne i Danmark",
http://dx.doi.org/10.13039/100007788,"Blood Disease Research Foundation",
http://dx.doi.org/10.13039/100008495,"Blood Systems Research Institute",
http://dx.doi.org/10.13039/100008411,"Bloodcenter Research Foundation",
http://dx.doi.org/10.13039/501100007903,"Bloodwise",
http://dx.doi.org/10.13039/100001982,"Bloom's Syndrome Foundation",
http://dx.doi.org/10.13039/100007500,"Bloomberg Family Foundation",
http://dx.doi.org/10.13039/100004703,"Bloomberg L.P.",
http://dx.doi.org/10.13039/100010653,"Bloorview Research Institute",
http://dx.doi.org/10.13039/100001500,"Blowitz-Ridgeway Foundation",
http://dx.doi.org/10.13039/100004385,"Blue Cross Blue Shield of Massachusetts",
http://dx.doi.org/10.13039/100001502,"Blue Cross Blue Shield of Michigan Foundation",
http://dx.doi.org/10.13039/100007501,"Blue Cross and Blue Shield Association",
http://dx.doi.org/10.13039/100005506,"Blue Cross and Blue Shield of Florida Foundation",
http://dx.doi.org/10.13039/100001002,"Blue Shield of California Foundation",
http://dx.doi.org/10.13039/100001501,"Blue and You Foundation for a Healthier Arkansas",
http://dx.doi.org/10.13039/100005641,"BlueCross BlueShield of North Carolina Foundation",
http://dx.doi.org/10.13039/100001428,"BlueCross BlueShield of South Carolina Foundation",
http://dx.doi.org/10.13039/100003628,"BlueCross of Idaho Foundation for Health",
http://dx.doi.org/10.13039/100010588,"BlueScope Steel",
http://dx.doi.org/10.13039/100010587,"Bluefin Robotics",
http://dx.doi.org/10.13039/100007502,"Blum Center for Developing Economies, University of California Berkeley",
http://dx.doi.org/10.13039/100001503,"Blumenthal Foundation",
http://dx.doi.org/10.13039/501100006362,"Bo Rydins Stiftelse för Vetenskaplig Forskning",
http://dx.doi.org/10.13039/501100003582,"Board of Audit and Inspection",
http://dx.doi.org/10.13039/501100006593,"Board of Research in Nuclear Sciences",
http://dx.doi.org/10.13039/100001420,"Bodman Foundation",
http://dx.doi.org/10.13039/501100002752,"Bodossaki Foundation",
http://dx.doi.org/10.13039/100008534,"BodyMedia",
http://dx.doi.org/10.13039/100008349,"Boehringer Ingelheim",
http://dx.doi.org/10.13039/100001003,"Boehringer Ingelheim",
http://dx.doi.org/10.13039/501100001645,"Boehringer Ingelheim Fonds",
http://dx.doi.org/10.13039/501100008454,"Boehringer Ingelheim Stiftung",
http://dx.doi.org/10.13039/100000003,"Boeing",
http://dx.doi.org/10.13039/100003630,"Boeing's Global Corporate Citizenship",
http://dx.doi.org/10.13039/100005508,"Boettcher Foundation",
http://dx.doi.org/10.13039/501100001684,"Bogliasco Foundation",R
http://dx.doi.org/10.13039/100006096,"Bogliasco Foundation",
http://dx.doi.org/10.13039/100001004,"Bohemian Foundation",
http://dx.doi.org/10.13039/100007233,"Boise State University",
http://dx.doi.org/10.13039/100007544,"Boler Family Foundation",
http://dx.doi.org/10.13039/100008110,"Boler-Parseghian Center for Rare and Neglected Diseases",
http://dx.doi.org/10.13039/100010162,"Bolu Bağışçılar Vakfı",
http://dx.doi.org/10.13039/501100006363,"Bolyai Foundation",
http://dx.doi.org/10.13039/100007526,"Bombardier",
http://dx.doi.org/10.13039/100007527,"Bombardier Transportation",
http://dx.doi.org/10.13039/501100001789,"Bond University",
http://dx.doi.org/10.13039/100007720,"Bone and Joint Canada",
http://dx.doi.org/10.13039/100006106,"Bone and Joint Decade Canada",
http://dx.doi.org/10.13039/100006105,"Bone and Joint Initiative USA",
http://dx.doi.org/10.13039/100006416,"Bone and Joint Injury Prevention and Rehabilitation Center, University of Michigan",
http://dx.doi.org/10.13039/100001005,"Bonfils-Stanton Foundation",
http://dx.doi.org/10.13039/501100007255,"Bonizzi-Theler Stiftung",
http://dx.doi.org/10.13039/501100007283,"Bonn-Aachen International Center for Information Technology",
http://dx.doi.org/10.13039/501100007284,"Bonn-Aachen International Research School of Applied Information Technology",
http://dx.doi.org/10.13039/100010167,"Bonnie Babes Foundation",
http://dx.doi.org/10.13039/100009270,"Bonnie J. Addario Lung Cancer Foundation",
http://dx.doi.org/10.13039/501100005040,"Bontius Stichting",
http://dx.doi.org/10.13039/100004689,"Booz Allen Hamilton",
http://dx.doi.org/10.13039/501100003333,"Borbos Erik Hansson Stiftelse",
http://dx.doi.org/10.13039/100005509,"Borchard Foundation Center on Law and Aging",
http://dx.doi.org/10.13039/100005112,"Borders",
http://dx.doi.org/10.13039/501100008203,"Borealis",
